company,review_date,rating,clean_text,sentiment
Shell,2025-06-16,4.0,"fun work place. i enjoy every day as i love to joke and have fun. i m lucky that most of my customers like me. i know most of their names, and their choices. i will be ready for them before hand.",positive
Shell,2025-06-18,1.0,"not a nice place to work for. cons - hours are awful, you have no life. dirty jobs what aren t in your job description. everyone talks about everyone behind their back. under paid for what you have to do because half of the team are lazy. management is there way or no way. pros -",negative
Shell,2025-06-19,4.0,steady work. what is the best part of working at the company? the other staff and customers shop stocks lots of different stock what is the most stressful part about working at the company? difficult customers can sometimes be stressful busy just take a breath and carry on what is a typical day like for you at the company? quiet pleasant i keep myself busy,positive
Shell,2025-06-19,4.0,"good work. working at shell gas station was a valuable and rewarding experience. i gained excellent customer service skills by interacting with a wide range of customers daily, ensuring their needs were met efficiently and professionally. the role helped me develop strong time management and multitasking abilities, as i balanced responsibilities such as operating the cash register, stocking merchandise, and maintaining a clean and safe environment. i appreciated the supportive team atmosphere and the opportunity to learn about store operations, safety procedures, and handling transactions accurately. overall, my time at shell strengthened my communication skills, work ethic, and ability to provide high - quality service in a fast - paced setting.",positive
Shell,2025-06-20,5.0,"excellent. what is the best part of working at the company? putting customers first, learning the 1st aid kit what is the most stressful part about working at the company? dealing with the strangers who come and beg for money to customers, i don ' t think it makes them comfortable what is the work environment and culture like at the company? good can ' t complain it ' s different people we meet we just have to learn what is a typical day like for you at the company? when the focourt is empty, i don ' t like that 1",positive
Shell,2025-06-23,5.0,great culture and benefits. great cuture. continuous downsizing. good place to work with a great corporate culture and benefits. collaboration is encouraged among teams and projects. excellent place to develop a career.,positive
Shell,2025-06-25,5.0,the first job. growth and add on skills. lack of staff. this job hired me even i dont have enough experiences. thankful for the opportunity. this kind of work is for those people who are lack of previlege to go to college,positive
Shell,2025-06-26,4.0,"great place. shell has proven to be one of the most reliable and high - quality fuel providers globally. their fuel, especially shell v - power, is known for keeping engines clean and improving performance, which is something i ve noticed over time with my own vehicle. i ve found shell stations to be consistently well - maintained, clean, and safe, with clear signage and easy - to - use pumps. many locations have helpful staff and extra services like air pumps, car washes, and convenience stores stocked with snacks, drinks, and essentials. the shell go + rewards program is also a great bonus offering discounts on fuel and points for purchases, which adds up to real savings for regular users. while prices at shell can sometimes be a bit higher than budget stations, the quality of fuel and overall service makes it worth it. for anyone who values engine health, efficiency, and a positive customer experience, shell is a top - tier choice.",positive
Shell,2025-06-26,4.0,"easy job. easy job, being a cashier, with a nice and supportive site manager and an awful and rude regional manager. worked here for just over a year",positive
Shell,2025-06-30,5.0,"productive and workplace with good work - life balance. shell chennai is an excellent place for professionals looking to build a career in safety data analytics, sustainability reporting, and digital assurance. the work environment is safe, collaborative, and intellectually rewarding. you gain global exposure while contributing to shell s strong safety culture. growth is solid if you take initiative, build networks, and leverage internal mobility.",positive
Shell,2025-07-01,3.0,effective and enjoyable workplace. good communications between managers and staff ( that could ' ve just been this branch ). paid for job training courses and paid double for overnight shifts ( typically 10pm - 6am ) working through fuel station night hatch.,neutral
Shell,2025-07-02,4.0,"work as a family. working there was a cool laidback workplace, you meet amazing people along the way. only thing thay sucks is no benefits, and low pay. and you never receive raises",positive
Shell,2025-07-03,5.0,cleaning. it was a nice and to work with people who care about you and that make sure you are happy and make sure you have everything you need. wonderful people and wonderful company to work for,positive
Shell,2025-07-09,5.0,"great. fun and really good, easy to work with and manager is kind and respectful plus helpful and generous, a lot of events to participate and create a value experience",positive
Shell,2025-07-10,5.0,great place to work and flexible. what is the best part of working at the company? working as a team and a good work life balance what is the most stressful part about working at the company? it can be stressful when you have customers shouting at you when you ve done nothing wrong what is the work environment and culture like at the company? it very good we all work as a team what is a typical day like for you at the company? clock in serve customers at the busy work time rush them out some stock out check dates and temps carry on serving customers do some cleaning,positive
Shell,2025-07-10,3.0,cashier. it was a good job i count my drawer before and after my shift i stocked the shelves on the floor i clean the area i made coffee for customers had decent customers mostly,neutral
Shell,2025-07-10,5.0,a honour and a privilege to have worked for royal dutch shell. what is the best part of working at the company? the company is in the top 10 best companies to work for and once you ve worked for shell then nothing else will really come close. what is the most stressful part about working at the company? shifts and production pressures can be difficult. what is the work environment and culture like at the company? excellent in the departments that i was lucky enough to work in. not all employees will be the same but in my time the culture was very good. what is a typical day like for you at the company? shift handover 30 mins and then balancing the demands of production and laboratory testing.,positive
Shell,2025-07-16,1.0,"run. what is the best part of working at the company? no manager around during overnight shift what is the most stressful part about working at the company? retailers lack of empathy and crackhead customers from nearby area what is the work environment and culture like at the company? very poor, you are just a number and if you ' re not a part of retailers family you get forced out what is a typical day like for you at the company? dealing with antisocial behaviour and crackheads playing mindgames with you",negative
Shell,2025-07-19,5.0,shell. very good customer service. communication. i like working in the cooler and with customers. very clean environment. i like working there i learned a lot there. i told you i learned a lot and i like working there. i recommend them to anyone,positive
Shell,2025-07-19,2.0,"cashier. long lunches. lack of effort, poor management skills. a typical day i took care of customers on the cat scale and registers, i cleaned the shelves, stocked the freezers / coolers all while working third shift by myself. sometimes a porter wouldn ' t be scheduled and no other cashier would be working with me. the customers and managers expect a lot out of one person and that is why i ended up leaving. i didn ' t learn much i didn ' t know already while working here. workplace culture is fine, nothing out of the ordinary or negative. the hardest part of the job is being expected to work third shift with no help.",negative
Shell,2025-07-23,2.0,"you are replaceable. friendly colleagues and customers. no discount, higher management does not care about you, you will be asked constantly to do more than you are meant to, nothing will ever be done to the managements standards. if you have ever just wanted to feel like a number, work here. you will be frequently reminded about how replaceable you are, no matter how hard you work or how long you ' ve been there. the only good thing about the job is i like the people i work with and the regulars who come in. i have never once been more underappreciated than here. prepare to never get a thank you. it is exactly what you would expect from shell.",negative
Shell,2025-07-24,3.0,"stressful. what is the best part of working at the company? the customer service - available shifts what is the most stressful part about working at the company? poor management, employees issues what is the work environment and culture like at the company? at times very stressful, conflict what is a typical day like for you at the company? there were some good days, near the end things became unbearable",neutral
Shell,2025-07-25,5.0,great place to be. great learning place and opportunities. great work life balance and a fulfilling place to showcase your talent. good management support and leadership opportunities are not rare. it s a company that strengthens your resolve to be the bast at what you do.,positive
Shell,2025-07-26,3.0,"declining culture. shell used to have good culture, but after reorg it ' s at a decline. no longer a company you wanna work for. lot of politics long hours slowly becoming a new natural.",neutral
Shell,2025-07-27,3.0,job itself was easy. i wilred at shell and the job overall was easy but management was not good she had preferences was always picking on me i had a childcare issue one time and she told maybe you should find another job or stop working if you don ' t have anyone to watch your kids,neutral
Shell,2025-08-01,3.0,"good for temporary work. long shots but guaranteed hours always and work goes by fast tasks aren t complicated and the role can be learned in a short amount of time, good for temporary fixes",neutral
Shell,2025-08-01,5.0,"great place to work. work environment was great but depends on your department, great benefits, while pay is just par, gives importance on peoples safety, overall recommended",positive
Shell,2025-08-02,4.0,"great environment, benefits. shell is very competitive when it comes to benefits packages, they stand out among other employers. workmates are nice, welcoming and understanding my main issue was that the team i was on had a low ceiling for growth, but they offer opportunities to transfer internally to other departments so that s fine",positive
Shell,2025-08-02,2.0,"not worth it. while the workload can be demanding at times, it s manageable with good time management and team coordination. one area for improvement is the clarity of communication during organizational changes, as it can sometimes feel unclear how decisions will impact day - to - day work.",negative
Shell,2025-08-06,5.0,"it ' s all about paying forward eg helpingother people. what is the best part of working at the company? helping, changing people life and also uplifting each other what is the most stressful part about working at the company? you must be very careful working with other people ' s cars and different characters of people what is the work environment and culture like at the company? healthy, safe, safety environment what is a typical day like for you at the company? weekend is a very hectic day working with toxicated people",positive
Shell,2025-08-07,5.0,healthy environment. all employees are approachable and the company is considerate. working there has been satisfying since i learned what i need and there is work life balance,positive
Shell,2025-08-07,1.0,"bulling in the work place and bad management. non. too many to mention. read my review. toxic and stressful working environment. this company was one of the most stressful places i ve ever worked. management were constantly on your back, with little to no proper training provided. while many of the staff were genuinely lovely, the workplace was tarnished by bullying from a senior staff member, someone with no people skills who, unfortunately, is married to management. it was disheartening and unacceptable to witness and experience. the mandatory online training felt like a box - ticking exercise rather than any meaningful development. staff turnover is extremely high, which speaks volumes about the culture. there was no proper break room or staff provisions, making it difficult to recharge during the day. i d strongly recommend avoiding this company and looking for an employer that genuinely values and supports its workers.",negative
Shell,2025-08-07,4.0,made lots of friends and flexible with hours. the shell i worked was flexible and comfortable to go into every day. i had no complaints really. sometimes the hours were a little long ( i worked nights ) but it was never a toxic workplace.,positive
Shell,2025-08-07,5.0,"ghost. i have enjoyed working here because of the supportive culture and collaborative environment. management is approachable and willing to listen to feedback, which makes it easier to address issues and improve processes. the team works well together, and there is a strong sense of mutual respect. training and onboarding are clear, with opportunities to learn new skills. the company invests in employee development and encourages growth through internal training and role progression. workload is generally manageable, and expectations are communicated clearly. the workplace is organised and equipped with the tools needed to perform tasks efficiently. health and safety are taken seriously, and procedures are regularly updated. communication between departments is effective, helping to keep projects on track. there are opportunities to take on additional responsibilities and contribute ideas. achievements are recognised, which keeps morale high. the balance between productivity and employee well - being is good, and breaks are respected. like any workplace, there are busy periods that require extra effort, but the supportive atmosphere helps to manage them. overall, this is a positive environment for those who want to develop their skills while working in a professional and respectful team.",positive
Shell,2025-08-08,2.0,"management is toxic. management is poor, only makes exceptions for their favourite. the work place is toxic. only the retailer is considerate and understanding, i honestly wish there was a different management",negative
Shell,2025-08-10,4.0,fun night job. i worked here for a few months before moving. i enjoyed the work and the management. there really wasn ' t much to dislike about the job. i suppose i wouldn ' t mind being paid more but it ' s fair pay for what the job was.,positive
Shell,2025-08-12,5.0,excellent benefits. the company gave us free lunch every day and provided a comprehensive training and pension package. the hiring was great and i felt a deep affinity with my team.,positive
Shell,2025-08-13,5.0,great place to work. so far so good and nice to work it the only thing downside is reorg that happening across the global and being part of the middle management it keeps us worry,positive
Shell,2025-08-14,5.0,summer. nice environment. the most enjoyable part of the job is the people. there are regulars who would make my day with stories and updates on their life. the community for me was close. it was fun learning about technology and prices.,positive
Shell,2025-08-14,4.0,"stressful at times but good as a whole. what is the best part of working at the company? having the power to make decisions on ordering, dealing with vendors, and store layouts. what is the most stressful part about working at the company? working a lot of hours to get the job done. sometimes means coming in early or staying later. what is the work environment and culture like at the company? it is good. bosses are very encouraging and help you become better. what is a typical day like for you at the company? work is work.. you get out what you put in.",positive
Shell,2025-08-17,1.0,worst gas station. the theft. the theft. it ' s just the worst place to ever want a job. homeless everywhere understaffed terrible pay no coverage filthy store everything is expensive everyone is rude didn ' t apply,negative
Shell,2025-08-18,3.0,"good benefits and coworkers. my time at shell deer park was defined by the deep expertise of the staff. many engineers and operators have spent decades mastering their specific units. while their knowledge is incredible, it also gave the impression of a very static environment. it seemed clear that significant career advancement often meant having to leave the plant for a role in houston or elsewhere, as vertical opportunities on - site appeared quite limited.",neutral
Shell,2025-08-18,4.0,competitive salary and good working environment. salary is competitive though lots of group meetings and the role is very demanding. they have free food for employees and resting area. very particular with safe hours,positive
Shell,2025-08-21,4.0,good salary lots of organizational churn. overall a company that takes care of its employees financially. lots of re - orgs mean that ever 2 to 3 years you can expect to have to repost for your role or find a new role.,positive
Shell,2025-08-23,4.0,"productive and fun workplace. i worked at shell as a systems analyst and found it to be a rewarding experience with plenty of opportunities to grow professionally. the company operates on a global scale, which meant exposure to complex systems and diverse projects that challenged me to continuously develop my skills. collaboration was a key part of the role, as i worked with colleagues from different backgrounds and regions, which helped broaden my perspective and problem - solving approach. shell invests in technology and process improvement, making it possible to work with modern tools and methodologies. the culture encourages accountability, safety, and structured delivery, which gave me confidence in my work environment. work - life balance varied depending on project deadlines, but overall management was supportive and approachable. for anyone looking to gain experience in a large, structured organization with strong technical frameworks, shell is a solid place to advance your career.",positive
Shell,2025-08-24,3.0,"great people, poor management. loved the people i worked with in the office, but management leaves something to be desired. poor decision making and either the inability or unwillingness to trust employees to make the best decision for a given situation. pay and benefits are excellent, though.",neutral
Shell,2025-08-27,5.0,shell is good place to work. what is the best part of working at the company? great boss and co workers. positive learning and they make sure you know what you are doing. what is the most stressful part about working at the company? long days sometimes. and cleaning the washroom sometimes isn ' t great. what is the work environment and culture like at the company? positive and uplifting. busy periods mixed with slow what is a typical day like for you at the company? cleaning and processing orders monitoring gas stations. lots to do to make time go faster,positive
Shell,2025-08-27,5.0,challenging in all aspects. what is the best part of working at the company? atmosphere and pay. being able to work alone and make decisions what is the most stressful part about working at the company? when it gets slow and business seems slow what is the work environment and culture like at the company? environment is fun and challenging in all aspects what is a typical day like for you at the company? pleasant and laid back not a whole lot of stress,positive
Shell,2025-09-02,5.0,productive fine. loved working in a friendly environment. met new people daily and build relationships with the community. overall a great company i would go back if they had better pay,positive
Shell,2025-09-03,4.0,"great benefits. choice pot for wellness, leisure, medicine, education, life skills, air fare & hotel accommodation performance bonus x 2 - 3 of basic 14th month sl convertible to cash 5 vl can be carried over the following year food & transpo allowance door - to - door service free coffee, juice, infused water purchase shares at a discount hmo refreshes every quarter for employees, and 2x a year for dependents including parents and partners. leadership trainings lots of engagement activities on facilities and safety, year - round culture : leaders are very approachable and serve as good role models. safety is the top priority.",positive
Shell,2025-09-03,5.0,"driven and dedicated mentality. what is the best part of working at the company? learning networking being with so many cultures, sharing experiences and being part of great organization what is the most stressful part about working at the company? travel and traffic working late hours and having to be in places not safe what is the work environment and culture like at the company? everyone should experience the many cultures and languages it is a great privilege what is a typical day like for you at the company? arrival is very important i am very punctual i like to start a project and prioritize to make sure i am done in timely manner",positive
Shell,2025-09-05,4.0,"decent management but poor training. the managers were all very welcoming and friendly, however the training on the job was poor and i was left not knowing what to do on more than several occasions.",positive
Shell,2025-09-08,4.0,"nice. this place is good for starters and freshers who want to gain canadian work experience. you can gain skills like customer dealing, financial functions and relation buildings. overall good place",positive
Shell,2025-09-09,2.0,"good culture. good culture but poor job security, many rounds of reorganization. colleagues are generally friendly and helpful. nice office environment and good office location",negative
Shell,2025-09-09,5.0,the company knows how to treat people with respect and could provide with anything that ' s needed regarding duties. what is the best part of working at the company? never struggled with anything. what is the most stressful part about working at the company? nothing was stressful at work. what is the work environment and culture like at the company? good working environment well. what is a typical day like for you at the company? i was enjoying most of my days,positive
Shell,2025-09-11,5.0,"shell is one of the best organizations in the world. you can grow. not any. a typical day at work when multiple meetings were scheduled. i have learned that everything will depend on your performance. effective management can change the entire results of any organization. a good workplace culture needs a culture of respect for all. when, after all efforts unable to bring out the target results. when you get an appreciation, verbally and materially.",positive
Shell,2025-09-14,4.0,it ' s ok. typical minimum wage job. overnight shifts are best if you want to study during work hours. afternoon and evening are typically busy shifts but the time goes by quicker,positive
Shell,2025-09-16,4.0,good job. could be better paying but overall i m satisfied in my role. no real chance for advancement due to being a small site. get bonuses and ot but also take the blame for everything wrong at the plant,positive
Shell,2025-09-21,4.0,"good benefits, flexibility. always reorging. super flexible wfh / hybrid post covid and great pay and benefits. those are the main things keeping me here. low on advancement opportunities and posting for your own job every few years.",positive
Shell,2025-09-25,1.0,fun people to work with. good place to work.. manager is fair. hours are long but pay is good. the hours are forty hours per week. monday through friday. have every weekend off. we get a christmas bonus,negative
Shell,2025-09-28,5.0,she ll gas. i would pull stock from the back and make sure it was on the floor. i would clean and tidy and make sure everything was presentable. i also managed the cash register.,positive
Shell,2025-09-30,4.0,"accelerated opportunities until slow down of 2019 / 2020. had opportunities to learn a lot and get lots of accountability until slow down and divestments that started in 2019 and continue to this day. company is figuring out what it is going to be going forward and as a result, we have to wait and see what that means for us.",positive
Shell,2025-10-02,2.0,"not what it used to be. morale at the site is falling due to cuts in everything. there are still some leaders who are trying to do their best but they are getting fewer and fewer. they do not make it easy to accomplish anything when you are off work with a disability. everything is handled remotely ( fidelity ) and fidelity has no answers. almost impossible to get information about what you need to do that is clear and concise. try asking about anything to do with retirement and everyone goes blank. really used to be a great company to work for, hate that it is heading in this direction.",negative
Shell,2025-10-04,5.0,"fun & supportive environment. good team & environment. manageable workload. good work - life balance, hybrid work mode is allowed. encourages for self improvement and provides opportunities to learn.",positive
Shell,2025-10-04,5.0,awesome atmosphere. location. size of building. this place is so warm welcoming and very helpful. they have great feedback always willing to show you new things and allow you to grow. i recommend anyone looking to apply to this professional and healthy place!!!,positive
Shell,2025-10-06,1.0,"terrible. long hours, expect you to work alone ( until they have an audit then there will be 6 of you during the time the audit is happening ), have to chase up pay every month",negative
Shell,2025-10-07,2.0,"boring, long shift. fussy customers and horrible customers all day, even worse on a night. hated working here staff get nothing whilst management do nothing and take money from your wages if someone drives - off without paying. the owner just hates not being right fisted",negative
Shell,2025-10-09,3.0,not a good culture. it s what you would expect from oil and gas. very top down and risk averse. it is a heavily regulated business and not real opportunities for innovation and new ways of thinking.,neutral
Shell,2025-10-09,3.0,fun and long hours. expect to work alone and multitask a lot l. good if you are a people person. not so good if you aren ' t. costumers are ok not to mean some want to remember there cigarette orders.,neutral
Shell,2025-10-09,3.0,"inclusive, smart team, but monotonous work. safety and inclusion are genuinely valued, and the team is full of smart, creative, and assertive people great to work with. however, the work itself can be monotonous, often involving repetitive copy - and - paste tasks.",neutral
Shell,2025-10-10,5.0,shell is awesome. working at the shell gas station is great. i come into work. i restock the shelves and cash out customers. the work environment is very supportive of they ' re employees. they are kind and they help when you need them. the managers are awesome too. they treat everyone with respect and always ask how they are doing. i also had a lot of practice with customers who spoke spanish. they were nice. i get a lot of practice with many different languages when working with the customers and employees. i think i developed more of an understanding of how customer service is supposed to be working here. it ' s also a very enjoyable part of the day when they hear me speak to the customers in spanish. and help my coworkers communicate with them as well.,positive
Shell,2025-10-12,3.0,"good for early career not for long term. shell is a very structured company hence it is easy to learn but still need to be very independent. in general it is good for early career but not for growth. limited opportunities to move around and most likely you will stuck in the same position for quite long. there is also frequent reorg in the company which job security is the main concern. no matter how good you are, you either move or you will be moved due to reorg. as for the salary, i would say average because most of the mnc and glc can offer the same remuneration package.",neutral
Shell,2025-10-14,3.0,good workplace. good place to gain experience in the field. the staff is great but the hours are terrible. ( 3am - 3pm or 3pm - 3am ). not many opportunities for growth within the company.,neutral
Shell,2025-10-20,2.0,reorg central. prepare for restructuring and reapplying for your own job once every 3 years - new opportunities funnel is scarce and workload is progressively being pushed to the east,negative
Shell,2025-10-21,4.0,"ok. great to work, nice salary, good benefits, a little bit too corporate for me. but great company where you feel good to work.",positive
Shell,2025-10-24,4.0,it has been challenging but a verry great journey. what is the best part of working at the company? you get to meet new people everyday what is the most stressful part about working at the company? the standard is too high and you have to make sure always maintain their standard what is the work environment and culture like at the company? work environment is verry healthy and their culture is to be friendly to everyone what is a typical day like for you at the company? when you had a unfriendly or mean customer,positive
Shell,2025-10-26,1.0,"horrible management. free drinks. management, benefits, pay. very rude, impatient. new workers don ' t need someone yelling in their face if they did something wrong they need to be talked to without the customers.",negative
Shell,2025-10-30,5.0,"the best place to start a career. shell was an amazing experience for me. i started my career there and built the best foundational skills that i could have asked for. i had great mentors, leaders and business partnerships. the network that i built there was incredible - really smart and genuine people.",positive
Shell,2025-11-03,1.0,"great. great place to work, lots of hob progression eventually, no day is the same, keeps you busy and the time flys, lovely loyal customers as well which is always nice to see a friendly face",negative
Shell,2025-11-03,5.0,"interactive and personal. working at shell was a highly rewarding experience that allowed me to grow both personally and professionally. i learned how to operate effectively in a fast - paced, customer - focused environment while maintaining high safety and quality standards. each day brought new challenges, from assisting customers at the pumps to ensuring the store remained clean, stocked, and efficient. i developed strong communication and teamwork skills through constant collaboration with coworkers and supervisors. handling cash, resolving customer concerns, and maintaining accuracy under pressure taught me responsibility and attention to detail. i also gained valuable insight into energy operations and environmental practices that shape the company s mission. overall, my time at shell helped me build confidence, discipline, and professionalism. it gave me a better understanding of the importance of reliability, respect, and service in any workplace.",positive
Shell,2025-11-03,3.0,"good start. working here has been a rewarding experience with supportive colleagues, clear goals, and opportunities for growth. the environment encourages learning and teamwork.",neutral
Shell,2025-11-04,5.0,"the job is interesting job. what is the best part of working at the company? loading crude oil into a vessel what is the most stressful part about working at the company? collection of crude oil from crude oil tank for laboratory sample. to ascertain the level of dryness of crude what is the work environment and culture like at the company? very conducive to work, all policies concerning the company is fllowed duely what is a typical day like for you at the company? no much stress because anywhere you want to go you will use the vehicle",positive
Shell,2025-11-05,3.0,"good job low pay. working for shell as an electrician gave me good technical experience and exposure to large - scale industrial systems, but overall, the pay didn t match the workload or expectations. the equipment and safety standards were solid, and the work environment was generally professional, but the compensation was noticeably lower than other companies offering similar positions.",neutral
Shell,2025-11-12,4.0,"i like the people i work with and it suits my needs. what is the best part of working at the company? flexibility of shifts. working as a team what is the most stressful part about working at the company? nothing can really be classed as stressful, but lone working on early shift can be hectic - keeping eye on forecourt, shop and taking in deliveries during rush hour",positive
Shell,2025-11-13,5.0,"cashier. being a cashier was honestly a mix of good and bad days. i liked getting to talk to different people and learning how to handle all kinds of situations from super friendly customers to the ones who seemed to wake up on the wrong side of the bed. it definitely helped me get better at staying calm and polite, even when things got hectic. the hardest parts were standing for hours and dealing with rushes, especially when the line never seemed to end. sometimes it got boring doing the same thing over and over, but the time usually went by fast when things were busy. i also learned how important it is to pay attention to little details, like giving the right change or scanning everything correctly. overall, being a cashier wasn t perfect, but it taught me a lot and helped me build solid people skills.",positive
Shell,2025-11-14,5.0,"good pay. great people to work with. when people move on to other jobs. good days. great place to work, good people to work with, not hard work at all, great customers, great management, great work / life balance, only downfall is bi - weekly payday, other than that great work place",positive
Shell,2025-11-14,5.0,obtained helpful experience in the field. what is the best part of working at the company? flexible and interaction with customers what is the most stressful part about working at the company? co workers aren ' t team players what is the work environment and culture like at the company? customer satisfaction pay attention to details working together as a unit when detailing each car what is a typical day like for you at the company? meet and greet customers communication with co workers especially when detailing,positive
Shell,2025-11-15,4.0,great place to get me started on my new journey. its a very small and old store but conveniently located the customers are great tons or regulars that you get to know very quickly. like i said its a small store so there are only less then a handful of us that work here but that makes it nice because there is no drama my coworkers and boss are great pay isnt the greatest but it seems to be that way at alot of places out here in elko other then the mines,positive
Shell,2025-11-17,5.0,"good place, nice people. good internship experience, lots of benefits. everyone i met was nice and supportive. however, work leans more towards commercial aspects not technical.",positive
Shell,2025-11-19,5.0,"a great place to work. the company fosters a highly professional and structured work environment. it offers a diverse, multicultural ambiance with global exposure and a varied workforce, a strong emphasis on maintaining a healthy work - life balance for employees. significant opportunities for professional development and career advancement and the compensation and benefits packages offered are typically very competitive and generous.",positive
